"","AZ1911.049TE","AZ2008.39TE","TE2004.01.atr"
"ENSG00000004846.16",6.59111140166079,7.04060786915327,14.1910347116962
"ENSG00000004848.8",23.5659083795768,7.04060786915327,5.08266155822263
"ENSG00000004864.13",1226.45454352831,969.583320065141,806.018703374798
"ENSG00000004866.20",528.4801640079,231.706292624241,522.934261009682
"ENSG00000004897.12",1522.02733017004,1535.70719463251,1399.55718820978
"ENSG00000004939.15",7.78455525257011,17.6670798062035,29.4292146377554
"ENSG00000004948.15",2.65746471777713,5.26033228105671,5.9171723456034
"ENSG00000004961.15",550.067113506133,658.691493570646,499.163715915968
"ENSG00000004975.12",656.89463955408,453.549586487393,815.382797802402
"ENSG00000005001.10",795.825446772974,875.75928868846,2609.68215453823
"ENSG00000005007.12",4334.39388715678,3845.52121426909,3883.19400562159
"ENSG00000005020.13",928.113939750262,1695.52574617136,929.912811791104
"ENSG00000005022.6",5110.40978141404,2083.54281820112,2564.30248382764
"ENSG00000005059.16",180.868157906765,269.078420250362,244.16750712897
"ENSG00000005073.5",50.7542413829029,11.2016887228063,27.9834130787566
"ENSG00000005075.15",272.201836995794,189.562465647582,316.201282737567
"ENSG00000005100.13",951.361275796531,375.62692329895,770.002946670308
"ENSG00000005102.13",388.441193897592,106.063672067223,1642.30260168794
"ENSG00000005108.16",318.697846630177,103.677715465108,889.575209032374
"ENSG00000005156.12",1225.34752895078,1129.4021044896,1075.41622369144
"ENSG00000005175.10",536.782838844503,378.012318692132,368.78530030071
"ENSG00000005187.12",644.163912316142,331.099419537455,63.3364379559826
"ENSG00000005189.19",295.449900339882,200.694906482502,71.2648419926703
"ENSG00000005194.15",711.692083757413,791.47662265793,635.303855718073
"ENSG00000005206.17",980.697194945574,679.364645494593,568.314334107843
"ENSG00000005238.19",900.992042963518,1184.26524427228,1573.15258206075
"ENSG00000005243.10",81.2180551816404,44.8031456499621,464.58833161981
"ENSG00000005249.13",330.875303900205,60.7221895266418,909.023697565881
"ENSG00000005302.19",853.390332823136,1784.57885629043,819.704687235473
"ENSG00000005339.14",5834.39605623851,10287.5541828247,5946.1676403779
"ENSG00000005379.17",350.802004218899,832.027725169516,281.625235870266
"ENSG00000005381.8",3.93121806685128,102.087061791275,11.9883515199173
"ENSG00000005421.9",17.4318936337165,5.26033228105671,5.9171723456034
"ENSG00000005436.14",518.51695078565,312.016116932298,302.514960303454
"ENSG00000005448.16",138.797017840613,128.33150211658,200.946348760472
"ENSG00000005469.11",194.153359023927,117.993083258648,503.485634973184
"ENSG00000005471.17",39.6682860312907,24.8728783185621,102.970723921952
"ENSG00000005483.21",4329.96583630591,6941.70452944953,4027.9767305154
"ENSG00000005486.17",983.464734221105,965.607726715959,942.158153208662
"ENSG00000005513.10",81.7717962382074,79.8161252904558,48.1957492223166
"ENSG00000005700.15",2684.39129066749,3800.1995748265,1864.1588777667
"ENSG00000005801.18",1524.79486482688,1114.29486114658,793.053032635622
"ENSG00000005810.18",6576.64802457643,7082.44012806198,7535.89618409122
"ENSG00000005812.11",486.966748458324,789.091263143172,676.361899460925
"ENSG00000005844.18",643.610402361716,2232.2296601732,483.316672100117
"ENSG00000005882.12",309.28797601239,725.481650530614,337.811200064756
"ENSG00000005884.18",3291.03435716922,30395.2512769099,9710.51800527836
"ENSG00000005889.15",1544.1676070953,2830.1574019787,2122.75104305977
"ENSG00000005893.15",1279.03773191666,2149.53751426796,3254.36154734409
"ENSG00000005961.19",56.8488358567414,40.8212927545046,56.1275556176292
"ENSG00000005981.13",21.89565847106,15.2538245970402,2.65746471777713
"ENSG00000006007.12",1318.89024873953,1354.42043118857,1483.11348370851
"ENSG00000006015.17",278.290628453338,192.743172653165,311.158957481974
"ENSG00000006016.11",32.45641628238,17.6670798062035,79.1922371574923
"ENSG00000006025.12",1208.74230984182,2656.02686160768,323.404596842779
"ENSG00000006042.12",393.42284038751,300.884160399109,737.588752272991
"ENSG00000006047.13",551.727647418033,133.898220157563,63.3364379559826
"ENSG00000006059.4",2.65746471777713,2.65746471777713,6.7155231458581
"ENSG00000006062.17",934.756036131768,2372.17020725247,605.770854778803
"ENSG00000006071.14",8.95096965422146,7.89189977134981,6.7155231458581
"ENSG00000006116.3",2.65746471777713,4.26990138051775,5.9171723456034
"ENSG00000006118.14",710.585065176252,587.130513725379,2297.06663025043
"ENSG00000006125.18",8264.84224959168,7725.68927287326,4892.35117615586
"ENSG00000006128.12",5.9769747885376,2.65746471777713,2.65746471777713
"ENSG00000006194.10",1043.79708000786,783.525424026009,684.285377944204
"ENSG00000006210.7",230.687035457428,2473.15002872815,1022.83332067153
"ENSG00000006282.21",1370.36641070277,2725.99712538333,1058.12869537577
"ENSG00000006283.18",7.78455525257011,12.0167274783282,36.65191074813
"ENSG00000006327.13",416.670495479444,475.81312841928,741.190330108187
"ENSG00000006377.11",2.65746471777713,4.26990138051775,11.2500311586274
"ENSG00000006432.15",1465.01611347993,927.44202545917,2470.66189130689
"ENSG00000006451.8",1393.06020069539,1290.81102453269,1660.31041829215
"ENSG00000006453.14",2712.62012136566,1264.57214135094,1578.1947712101
"ENSG00000006459.11",1467.23014141463,4468.0974017358,2001.73855923468
"ENSG00000006468.14",202.456539358309,54.355770206633,221.116342020726
"ENSG00000006530.18",672.946421593801,471.042371703816,553.907969183418
"ENSG00000006534.16",809.66316279989,1169.95312187224,558.229879345775
"ENSG00000006555.11",939.737608222152,1506.28785536767,3821.24716751577
"ENSG00000006576.16",392.86932422387,358.134004810115,514.290429121641
"ENSG00000006606.8",7.78455525257011,5.26033228105671,11.2500311586274
"ENSG00000006607.14",2716.49466673831,1797.3007285094,2031.99168106585
"ENSG00000006611.16",3808.00933169001,1394.97142316321,236.243695276652
"ENSG00000006625.18",488.627286534764,266.692979248838,433.614494026683
"ENSG00000006634.8",324.233057461926,140.260095151624,106.573202917393
"ENSG00000006638.11",86.2016147854371,36.8380433716296,239.845431067004
"ENSG00000006652.14",1130.14426041419,7868.01510271726,970.250403375161
"ENSG00000006659.13",2.65746471777713,2.65746471777713,2.65746471777713
"ENSG00000006695.12",479.217569000578,294.523031213481,421.36900610449
"ENSG00000006704.10",1186.04850899472,1002.97830053596,1416.12438577048
"ENSG00000006712.15",1325.53233449639,1734.48648287181,1710.73230274826
"ENSG00000006715.16",2110.40500460287,3421.72412083756,1836.78700215425
"ENSG00000006740.17",341.392180434593,195.923871770926,243.447161624842
"ENSG00000006744.19",1803.20879981782,951.295589849046,1965.72293718582
"ENSG00000006747.15",560.030315633185,137.874402317676,234.802999441233
"ENSG00000006756.16",1851.91739215886,2004.82624952268,1020.67237916122
"ENSG00000006757.12",178.100387834451,20.0732222414032,267.938807129715
"ENSG00000006788.14",19.1078865591447,8.73024553402319,59.732173767135
"ENSG00000006831.10",3352.47356903489,1244.69419830413,2219.27289903284
"ENSG00000006837.12",20.7812391710007,18.4697695153369,26.5370227747205
"ENSG00000007001.12",5.34287427557742,12.0167274783282,11.9883515199173
"ENSG00000007038.11",11.2422908144701,59.9264520219886,92.1628508546385
"ENSG00000007047.15",744.902632846171,1067.38288900974,1481.67285802993
"ENSG00000007062.11",944.165672164039,7138.89339069506,300.353958717413
"ENSG00000007080.11",784.755272447739,463.091107816748,919.828412206538
"ENSG00000007129.18",62.9422437976845,56.7433245018453,40.2605530438359
"ENSG00000007168.13",2664.46505709746,3068.69237705284,4451.52021473036
"ENSG00000007171.18",928.667447793583,223.75470423946,30.1519222019258
"ENSG00000007174.18",12.9409655905525,28.8649462901674,30.1519222019258
"ENSG00000007202.15",10600.08529833,5916.79950905787,6242.21586863878
"ENSG00000007216.14",4.67425614695495,5.26033228105671,2.65746471777713
"ENSG00000007237.18",599.883094471438,1257.41608198076,3747.77533578211
"ENSG00000007255.10",111.116692586395,117.197806214523,111.616572892358
"ENSG00000007264.15",34.1213250836891,190.357643160201,60.4530528584188
"ENSG00000007306.15",557.816270991841,12268.189008706,974.572287582819
"ENSG00000007312.12",30.2357576191079,17.6670798062035,100.809204661987
"ENSG00000007314.12",17.9909004023446,13.6389667251553,14.9222853425463
"ENSG00000007341.19",556.15573740855,453.549586487393,368.78530030071
"ENSG00000007350.17",9.52784889979801,21.6746113037435,5.9171723456034
"ENSG00000007372.23",14.6299939703078,152.188396533045,14.9222853425463
"ENSG00000007376.8",471.468386525155,230.911135108931,383.912146072219
"ENSG00000007384.15",1095.8267950834,644.379306677298,1307.35712156405
"ENSG00000007392.16",1289.55436869099,1185.85548005212,1084.0599873487
"ENSG00000007402.11",40.2227967026827,36.0411838394133,64.778057984291
"ENSG00000007516.13",119.421036207585,794.65710191258,96.4860868732392
"ENSG00000007520.4",488.627286534764,209.441763416546,536.620322314854
"ENSG00000007541.16",390.101742983663,361.314538038612,500.60435569289
"ENSG00000007545.15",675.160460121907,408.227279956819,628.100686594132
"ENSG00000007866.21",898.778010334569,897.227504877433,1840.38856477222
"ENSG00000007908.16",412.242374112923,402.661372151594,3970.35176560588
"ENSG00000007923.16",2342.32426295817,1488.79527460835,1127.99911443321
"ENSG00000007933.13",77.8955377994929,41.6177618632996,724.623070570545
"ENSG00000007944.15",641.94987246031,905.178695151977,816.823427634389
"ENSG00000007952.18",101.704754250022,39.2281851117454,8.25831234921571
"ENSG00000007968.7",767.596499457167,208.646596614186,218.955282460738
"ENSG00000008018.9",1041.5830493014,1678.03316995923,1399.55718820978
"ENSG00000008056.14",40.2227967026827,211.827261539202,32.3193796847058
"ENSG00000008083.14",2014.64835704398,8632.12192858732,2225.75571007972
"ENSG00000008086.12",603.204157420876,852.700830039046,1166.17572699218
"ENSG00000008118.10",47.9834537636331,246.814234789349,43.8680011551116
"ENSG00000008128.23",121.635487152963,202.285247838908,86.3983211934935
"ENSG00000008130.15",2896.93777552271,8259.2123545538,1666.07291952251
"ENSG00000008196.13",2.65746471777713,2.65746471777713,2.65746471777713
"ENSG00000008197.4",2.65746471777713,2.65746471777713,2.65746471777713
"ENSG00000008226.20",89.5238625126003,171.27322512811,77.0303023094845
"ENSG00000008256.16",656.89463955408,1011.72460391272,1590.44008756809
"ENSG00000008277.14",84.540454815832,41.6177618632996,61.8947707269731
"ENSG00000008282.8",923.685875327333,703.218273016492,2194.78227932993
"ENSG00000008283.16",2418.7081660199,2067.64048141256,1979.40887367234
"ENSG00000008294.21",5554.87536350955,10978.5102920552,5709.1849937326
"ENSG00000008300.17",832.910521295685,2243.36129493199,214.633155829531
"ENSG00000008311.15",519.070462732507,162.526071769176,677.80253199458
"ENSG00000008323.15",935.309544150032,1278.08914200487,677.082215732365
"ENSG00000008324.11",124.403529338568,98.9057133914873,126.025673883928
"ENSG00000008382.15",159.832896697468,164.116470259536,229.760556879091
"ENSG00000008394.13",1112.43202083153,333.484828241465,670.599368953726
"ENSG00000008405.12",829.589470408143,772.393744718308,431.453526334612
"ENSG00000008438.5",17.4318936337165,59.1306974973268,8.25831234921571
"ENSG00000008441.16",1456.71350864801,459.115474564068,4126.65948228038
"ENSG00000008513.16",1580.69906243395,6098.8811629292,4608.54823815808
"ENSG00000008516.17",337.517543582543,3065.51191079583,478.274428362685
"ENSG00000008517.16",878.851714965295,706.398755983125,1006.98641569422
"ENSG00000008710.19",1862.98752648913,711.169480136838,2644.25714131663
"ENSG00000008735.14",268.880673756956,221.369221742,171.411178006854
"ENSG00000008838.20",2486.23596248109,3506.00647133051,1625.73541005643
"ENSG00000008853.16",594.90149951679,267.488126432371,596.406728148753
"ENSG00000008869.12",1579.59204866381,1742.43765342668,1532.81506754202
"ENSG00000008952.17",2186.23540951237,2736.33364150769,2100.42135922368
"ENSG00000008988.9",3129.963988073,2605.13939614681,3608.03479148763
"ENSG00000009307.16",7177.20236824085,12415.2855327609,13309.1965218967
"ENSG00000009335.18",4445.64866436097,2299.01946783773,3737.69096667735
"ENSG00000009413.15",2128.6707228683,1842.62239706465,2812.81019701012
"ENSG00000009694.13",87.3090410491521,241.248161543191,158.444235426359
"ENSG00000009709.12",3.93121806685128,4.26990138051775,2.65746471777713
"ENSG00000009724.17",82.8792688206279,69.4743486743535,46.7532902171146
"ENSG00000009765.14",286.039985655259,355.74860408971,37.3737518681077
"ENSG00000009780.15",473.682438977571,333.484828241465,363.022685901193
"ENSG00000009790.15",298.77104205128,1790.9397924193,422.809652299867
"ENSG00000009830.11",614.827875588182,615.754919910931,577.678467928165
"ENSG00000009844.16",1204.31425126896,833.617964147099,699.412015712961
"ENSG00000009950.16",229.579964978736,145.031446643612,11.9883515199173
"ENSG00000009954.11",5815.02333503377,6165.67093968975,4401.8186840666
"ENSG00000010017.13",1422.39607401635,1301.94267140412,2104.74323353735
"ENSG00000010030.14",227.919358200841,432.081143208154,168.529652974863
"ENSG00000010072.16",536.22932726663,362.109671158843,368.064973704936
"ENSG00000010165.20",1952.10210420027,970.378438723471,1040.12085190083
"ENSG00000010219.13",303.752750337569,147.417106415652,265.057447080405
"ENSG00000010244.18",2652.28791430355,3199.09149199843,3038.98821814661
"ENSG00000010256.11",2052.2868087973,1852.95891770524,2377.02129558311
"ENSG00000010270.13",561.69084901292,847.930113878378,576.958150032763
"ENSG00000010278.14",3716.1272721432,1969.84110655775,7198.06986825613
"ENSG00000010282.15",3.93121806685128,5.26033228105671,9.01432827650766
"ENSG00000010292.13",5454.13721226701,1756.7497602603,1671.83542071336
"ENSG00000010295.19",554.495203736712,726.276771019613,798.095238139031
"ENSG00000010310.9",148.761475235339,270.668713347048,116.65983937871
"ENSG00000010318.21",210.759673280838,203.875587491117,138.993353633899
"ENSG00000010319.7",285.486460627489,77.4296879626261,612.974027621861
"ENSG00000010322.16",2150.81098717773,2951.01512420896,3080.04601064639
"ENSG00000010327.10",3406.16369066345,2923.9811603115,6051.3331912953
"ENSG00000010361.14",66.2655397760354,220.574060264862,141.154596438312
"ENSG00000010379.16",11.8098804088042,22.4746781559373,20.7429561808332
"ENSG00000010404.18",181.421711042339,527.496257954873,365.903993570379
"ENSG00000010438.16",867.781549491326,371.651262983176,1321.76338325335
"ENSG00000010539.11",458.184066247413,1621.57985332987,311.879289942764
"ENSG00000010610.10",368.514583535186,944.139520927417,1870.64169031747
"ENSG00000010626.15",178.65394244397,108.44960167869,124.584793824683
"ENSG00000010671.15",208.545508458149,535.44749890272,278.023548905054
"ENSG00000010704.18",286.039985655259,504.437645339212,430.73320369934
"ENSG00000010803.16",1196.01164127766,831.232605671654,793.773347724625
"ENSG00000010810.17",1476.0862530684,2027.08952188051,1854.79481513024
"ENSG00000010818.10",1815.38594810501,4891.09934350337,3656.29570136062
"ENSG00000010932.17",23.0093234529033,28.8649462901674,256.413351729468
"ENSG00000011007.12",2860.4063492332,1067.38288900974,2090.33698578186
"ENSG00000011009.11",1013.35415564488,841.569158676665,929.192497558455
"ENSG00000011021.23",1221.47297790044,1847.39309891035,739.029383428323
"ENSG00000011028.14",1275.71668866463,251.58514555914,5383.60396883911
"ENSG00000011052.21",2.65746471777713,2.65746471777713,2.65746471777713
"ENSG00000011083.9",75.1266719344091,28.8649462901674,14.1910347116962
"ENSG00000011105.14",747.670177910625,450.369078194702,2173.17290874493
"ENSG00000011114.15",1853.57791231513,1813.20306856773,2077.37136269508
"ENSG00000011132.12",330.875303900205,339.050778607115,409.12350708149
"ENSG00000011143.16",323.126015702706,413.79318524107,249.20992020235
"ENSG00000011198.10",617.041916774251,2497.00352930504,1324.64463553129
"ENSG00000011201.12",21.89565847106,15.2538245970402,142.595419767463
"ENSG00000011243.18",1067.59790863264,1058.63658805474,937.115953923349
"ENSG00000011258.16",935.863052166233,1318.6401411339,660.514939094113
"ENSG00000011260.14",1076.4540302474,1164.38729630557,619.45688211573
"ENSG00000011275.18",2169.07670502856,3127.53100246636,1918.18231463329
"ENSG00000011295.16",692.872765253116,719.120686287221,704.454227470316
"ENSG00000011304.20",6654.13890798458,3445.57761635598,5632.11160982521
"ENSG00000011332.19",23.0093234529033,12.0167274783282,27.9834130787566
"ENSG00000011347.9",498.036999871609,525.906009483082,216.073865845467
"ENSG00000011376.12",941.951640209261,969.583320065141,1017.79112377648
"ENSG00000011405.13",2658.37648570594,2856.39624985436,2598.87747109479
"ENSG00000011422.12",2549.33570523647,37634.7854962412,2367.65723581993
"ENSG00000011426.11",3361.32967160001,1562.74118090299,661.955572048403
"ENSG00000011451.19",1307.26659840923,981.510099543921,1805.09325061167
"ENSG00000011454.17",3499.15276635988,2123.29865950702,3407.78802807559
"ENSG00000011465.17",2188.44943588601,560.891455118928,21829.7665120106
"ENSG00000011478.12",205.224255543103,257.946347626935,157.723843284845
"ENSG00000011485.15",1230.32909452095,740.5889382931,909.744011901579
"ENSG00000011523.14",828.48245342202,895.637266765026,1460.78378529062
"ENSG00000011566.15",1179.40642062453,1249.46490473628,847.076649420127
"ENSG00000011590.14",76.2342300734194,86.1796599158763,135.391260347854
"ENSG00000011600.11",168.136350109483,1274.90867130671,601.448950457209
"ENSG00000011638.10",416.670495479444,491.715642557476,1207.23358768692
"ENSG00000011677.13",3.93121806685128,23.2743874013685,9.76396057641128
"ENSG00000012048.22",1629.96117352735,1092.03155349977,391.115397920199
"ENSG00000012061.15",532.908257567635,874.169050305085,1111.4319035008
"ENSG00000012124.17",215.187994259487,204.670756690625,177.894576296975
"ENSG00000012171.20",984.018242070874,1421.21029852644,792.332717540882
"ENSG00000012174.12",425.526733758658,812.149735860937,499.884035815909
"ENSG00000012211.13",359.10478043565,223.75470423946,412.004802020454
"ENSG00000012223.13",110.563060246618,4884.73841211646,144.03623907782
"ENSG00000012232.9",1756.71423232505,1962.6850544806,3265.88654132601
"ENSG00000012504.15",16.872495164381,8.73024553402319,49.6380992523916
"ENSG00000012660.14",429.401336213251,2107.39632309659,1600.52446559099
"ENSG00000012779.11",1119.62761831007,6406.591205016,793.053032635622
"ENSG00000012817.15",1675.34873381808,1975.40692481446,14.1910347116962
"ENSG00000012822.16",1812.61841441545,4475.25344970649,3005.85385904687
"ENSG00000012963.15",863.906991333164,649.150036097707,693.64948748763
"ENSG00000012983.11",1077.56104542471,1054.66099659464,1355.61809630277
"ENSG00000013016.16",372.942722731282,271.463859628878,1403.87906588667
"ENSG00000013275.8",1976.45639767219,1495.95133043422,1867.76044029929
"ENSG00000013288.9",1041.02954162105,1693.9355119847,1810.13543841869
"ENSG00000013293.6",8.95096965422146,7.04060786915327,7.49341608204923
"ENSG00000013297.11",48.5376416915007,28.8649462901674,246.328542458584
"ENSG00000013306.16",2852.65725876823,2003.23601577002,2579.42904080409
"ENSG00000013364.19",8094.36230979652,11907.2061872339,6791.09360064961
"ENSG00000013374.16",1577.37802111838,1293.99149509941,1336.88995749467
"ENSG00000013375.16",927.00692365728,1191.42130521598,821.86563188169
"ENSG00000013392.8",157.065058571977,279.415313037862,108.014177180998
"ENSG00000013441.16",2490.66401464954,4767.85629753446,2237.28070744473
"ENSG00000013503.10",778.11316718497,339.050778607115,581.280057183305
"ENSG00000013523.10",1027.19184911983,783.525424026009,877.32986289225
"ENSG00000013561.18",576.08213478327,1037.96351164158,744.071592249684
"ENSG00000013563.14",226.81228629688,189.562465647582,339.25185867935
"ENSG00000013573.17",1120.73463328863,377.21718695978,355.099084782855
"ENSG00000013583.10",407.260735721225,206.261093860725,841.314131653179
"ENSG00000013588.8",15583.3023777535,10898.2035406891,5848.92552112188
"ENSG00000013619.14",112.223953500094,852.700830039046,226.158805089055
"ENSG00000013725.14",222.937529969699,294.523031213481,172.131557805687
"ENSG00000013810.19",2074.42707411,3538.60624816117,723.902754850124
"ENSG00000014123.10",769.257026028776,1660.5405933906,1074.6959100385
"ENSG00000014138.9",138.243431149243,182.405843895735,121.703015353704
"ENSG00000014164.7",1020.54975637582,1013.31484084626,832.670354424203
"ENSG00000014216.15",4724.61586361574,4661.31069588414,10539.5970676825
"ENSG00000014257.16",739.921051471768,698.4475482649,507.807553221421
"ENSG00000014641.19",2396.56790450618,1144.5093469597,1432.69158279897
"ENSG00000014824.14",1097.48731770931,1374.29836886677,1189.22575473169
"ENSG00000014914.21",2694.90791389487,2057.3039624158,862.20325714063
"ENSG00000014919.12",657.448149361045,1074.53895316927,589.203552270071
"ENSG00000015133.19",2888.08167220796,2356.26787279197,1328.24620085108
"ENSG00000015153.14",533.461769211896,452.754459470938,396.87799592752
"ENSG00000015171.19",1306.71309124241,1995.28484698065,1890.09012775924
"ENSG00000015285.10",357.99774409612,2665.56826129561,401.199942495696
"ENSG00000015413.9",286.039985655259,52.763954208563,113.057516122903
"ENSG00000015475.18",566.672448639447,1878.40266042995,667.7181034732
"ENSG00000015479.19",269.434201179244,305.6550018475,296.031952654646
"ENSG00000015520.14",450.434874786672,47.191737750407,47.4745339773726
"ENSG00000015532.10",733.832451554499,1083.2852535003,923.429983568212
"ENSG00000015568.13",4.67425614695495,2.65746471777713,2.65746471777713
"ENSG00000015592.16",4.67425614695495,2.65746471777713,10.5088275116029
"ENSG00000015676.18",2467.41674068642,2939.08837545021,2453.37439696371
"ENSG00000016082.15",77.8955377994929,4.26990138051775,27.260297646813
"ENSG00000016391.11",901.545551114972,1581.02887689647,119.541664563342
"ENSG00000016402.13",267.773618649104,211.827261539202,267.938807129715
"ENSG00000016490.15",12.3760343782987,4.26990138051775,9.01432827650766
"ENSG00000016602.9",14.0678168170174,20.8741430851181,3814.76435885524
"ENSG00000016864.18",500.804561853439,783.525424026009,777.926414416686
"ENSG00000017260.19",3154.31827096727,2985.20513714991,2456.25564602858
"ENSG00000017427.16",39.6682860312907,9.55980304609276,70.5441248686561
"ENSG00000017483.15",1820.92101546301,44.0068681102907,316.201282737567
"ENSG00000017797.13",1765.57034058292,3018.60003327744,3768.66438603685
"ENSG00000018189.13",1122.94866323138,1461.76128515131,2026.94949413641
"ENSG00000018236.15",10.6729987806223,5.26033228105671,658.353989588061
"ENSG00000018280.17",949.700751911033,22009.159289926,705.894859326902
"ENSG00000018408.14",961.877926665253,701.62803147312,3998.44393603494
"ENSG00000018510.16",1692.50744499625,793.066862299235,1641.58228901547
"ENSG00000018607.6",4.67425614695495,2.65746471777713,2.65746471777713
"ENSG00000018610.14",747.116668905858,557.710961759628,418.4877132516
"ENSG00000018625.15",37.4499371187685,29.662806967129,482.596351643344
"ENSG00000018699.13",569.440003660727,434.466527273573,404.801563410356
"ENSG00000018869.16",21.3385509602053,19.2717883232668,59.732173767135
"ENSG00000019102.12",1538.63253793395,559.3012084792,259.294719465085
"ENSG00000019144.19",3107.27022437127,2345.13623860647,4504.82330541615
"ENSG00000019169.10",19.1078865591447,1438.70288136358,196.624173567765
"ENSG00000019186.10",26.9026284013927,4.26990138051775,101.529713870483
"ENSG00000019485.13",558.923293331899,487.740015171549,620.897516314041
"ENSG00000019505.8",407.814251197151,1776.62768607419,218.234928726914
"ENSG00000019549.13",198.028182662267,39.2281851117454,1146.00695120953
"ENSG00000019582.15",4229.22767908155,31908.3576608007,15689.8275068952
"ENSG00000019991.18",472.575412783467,66.2919278423826,1321.04307018078
"ENSG00000019995.6",1145.64246906468,954.476064819642,749.834116200441
"ENSG00000020129.16",664.090266584729,390.734417863424,914.065897836303
"ENSG00000020181.18",1150.62403594228,372.446395181033,4251.27346700324
"ENSG00000020219.9",2.65746471777713,2.65746471777713,5.08266155822263
"ENSG00000020256.20",660.215698306909,500.462020244112,564.712743481337
"ENSG00000020426.11",321.465452685488,292.137605532154,254.972666840674
